state,season,crop,plot_area,avg_temp,total_rainfall,humidity,drought_index,soil_type,soil_texture,soil_ph,soil_organic_carbon,fertilizer_n,fertilizer_p,fertilizer_k,previous_crop,year,ndvi_mean,production,yield_t_ha
maharashtra,kharif,maize,4.5,24.65,966.12,83.49,0.26,red,loamy,6.64,0.62,135.74,64.46,78.34,sugarcane,2020,0.67,63.68,14.14
maharashtra,summer,maize,2.23,25.56,805.66,73.67,0.18,black,sandy,7.08,0.63,137.16,41.38,51.87,cotton,2012,0.75,30.86,13.81
karnataka,rabi,maize,3.29,26.62,871.88,71.93,0.21,laterite,loamy,6.14,0.76,133.75,49.74,57.27,maize,2016,0.74,47.11,14.32
karnataka,rabi,maize,1.03,25.18,724.63,70.23,0.31,black,clayey,6.01,0.88,93.35,49.7,48.93,wheat,2023,0.75,13.92,13.58
andhra pradesh,kharif,maize,2.31,24.79,840.04,68.75,0.12,alluvial,clayey,7.04,0.77,88.42,50.15,64.32,sugarcane,2018,0.76,34.86,15.07
andhra pradesh,rabi,maize,4.36,25.5,951.37,77.54,0.21,black,silty,6.54,0.85,129.14,44.29,50.92,wheat,2010,0.74,66.92,15.33
maharashtra,summer,maize,4.26,26.36,793.74,70.98,0.31,red,loamy,7.19,0.9,125.29,40.11,51.9,sugarcane,2014,0.74,58.42,13.73
andhra pradesh,rabi,maize,2.97,24.27,861.27,69.62,0.16,red,sandy,6.14,0.96,86.67,64.33,66.06,rice,2013,0.73,44.99,15.13
telangana,rabi,maize,4.2,25.74,814.93,72.17,0.24,alluvial,clayey,6.83,0.77,148.58,75.12,49.3,rice,2015,0.73,59.7,14.2
andhra pradesh,rabi,maize,2.51,25.56,689.96,77.82,0.23,laterite,silty,7.03,0.78,125.69,61.35,66.96,wheat,2010,0.73,32.61,12.98
telangana,rabi,maize,4.59,24.92,896.85,70.04,0.2,alluvial,silty,6.56,0.99,148.93,72.96,49.9,maize,2019,0.85,74.48,16.22
maharashtra,kharif,maize,3.21,25.23,980.3,81.84,0.27,black,silty,6.1,0.94,88.14,72.33,58.24,cotton,2015,0.76,49.73,15.48
tamil nadu,kharif,maize,1.88,25.53,949.95,67.43,0.25,laterite,silty,6.7,0.84,148.73,50.42,56.7,cotton,2019,0.78,28.95,15.39
tamil nadu,kharif,maize,3.82,25.61,772.98,73.34,0.24,red,sandy,6.18,0.96,143.32,65.38,75.36,sugarcane,2015,0.73,53.24,13.93
tamil nadu,rabi,maize,3.85,25.3,849.89,82.34,0.2,black,silty,6.53,0.81,110.59,68.13,53.5,sugarcane,2023,0.76,56.96,14.79
telangana,kharif,maize,2.15,24.46,842.05,80.37,0.27,black,sandy,6.07,0.91,81.52,73.11,54.8,rice,2020,0.78,32.13,14.96
tamil nadu,rabi,maize,4.66,27.08,736.56,69.46,0.23,black,clayey,6.78,0.68,148.23,58.93,55.25,sugarcane,2020,0.74,60.85,13.05
tamil nadu,summer,maize,1.33,25.96,768.96,69.58,0.22,black,loamy,7.11,0.66,132.68,52.17,58.21,rice,2013,0.79,18.46,13.91
tamil nadu,summer,maize,3.34,26.33,779.18,80.36,0.22,red,loamy,7.11,0.62,147.99,51.57,43.79,wheat,2013,0.82,46.34,13.87
andhra pradesh,rabi,maize,3.07,26.77,825.66,82.78,0.19,red,sandy,7.05,0.76,142.92,44.92,47.95,sugarcane,2021,0.79,44.81,14.61
karnataka,kharif,maize,4.54,24.68,927.25,68.8,0.24,laterite,clayey,6.32,0.62,122.68,59.73,65.11,cotton,2018,0.73,63.66,14.02
maharashtra,summer,maize,2.08,24.82,920.25,76.59,0.18,red,silty,6.32,0.85,110.95,52.25,62.96,cotton,2013,0.81,32.53,15.63
telangana,kharif,maize,2.02,24.92,1017.36,84.29,0.22,red,sandy,6.19,0.7,82.93,62.69,43.23,sugarcane,2018,0.85,32.33,16.01
tamil nadu,kharif,maize,1.45,25.71,902.33,76.07,0.2,laterite,sandy,6.22,0.7,137.85,74.33,79.01,wheat,2016,0.68,20.61,14.19
andhra pradesh,rabi,maize,2.16,25.79,1105.94,84.29,0.12,red,silty,7.18,0.92,127.75,63.24,46.06,wheat,2020,0.78,35.82,16.6
andhra pradesh,summer,maize,3.21,25.85,785.99,66.56,0.23,black,loamy,6.21,0.8,109.29,52.39,64.77,cotton,2019,0.76,45.08,14.03
karnataka,kharif,maize,1.95,26.87,830.89,65.38,0.2,laterite,silty,6.59,0.73,138.45,67.47,60.03,wheat,2016,0.74,26.97,13.82
maharashtra,kharif,maize,4.51,26.79,836.81,68.19,0.26,alluvial,clayey,6.68,0.61,81.28,53.73,43.78,rice,2023,0.77,60.62,13.44
karnataka,rabi,maize,1.33,26.74,918.84,65.49,0.21,alluvial,sandy,6.39,0.66,132.38,51.54,69.51,sugarcane,2019,0.72,19.05,14.3
karnataka,summer,maize,1.33,25.36,879.12,80.29,0.19,red,sandy,6.66,0.61,147.01,69.49,59.13,wheat,2019,0.71,17.89,13.48
maharashtra,rabi,maize,1.86,27.69,566.38,66.24,0.2,alluvial,sandy,7.17,1.0,94.81,41.99,69.07,rice,2020,0.79,25.04,13.48
andhra pradesh,kharif,maize,2.59,25.54,842.09,79.3,0.23,alluvial,silty,6.78,0.68,148.77,59.56,54.04,rice,2024,0.78,37.76,14.58
maharashtra,summer,maize,3.64,25.94,852.48,73.8,0.19,alluvial,clayey,6.98,0.96,87.92,61.03,56.81,maize,2014,0.71,54.69,15.03
andhra pradesh,summer,maize,2.26,25.91,762.99,83.98,0.2,alluvial,sandy,6.27,0.64,122.35,48.49,48.41,maize,2023,0.66,29.48,13.06
telangana,summer,maize,2.5,27.55,892.93,81.08,0.24,black,silty,6.92,0.79,121.36,46.18,44.03,wheat,2014,0.85,37.45,15.0
telangana,summer,maize,4.46,26.25,778.34,78.54,0.24,laterite,clayey,6.98,0.97,97.15,65.91,48.46,wheat,2011,0.77,64.39,14.45
telangana,kharif,maize,4.49,24.95,756.77,65.78,0.19,laterite,loamy,6.13,0.66,130.86,71.42,62.36,sugarcane,2023,0.73,62.07,13.83
karnataka,rabi,maize,3.77,26.2,787.71,84.39,0.18,red,clayey,6.43,0.7,134.31,68.73,52.5,sugarcane,2014,0.78,51.76,13.74
maharashtra,summer,maize,2.07,25.09,843.13,81.04,0.16,alluvial,clayey,6.52,0.93,112.55,51.78,53.97,maize,2015,0.82,32.57,15.73
telangana,rabi,maize,1.92,25.2,699.55,73.07,0.16,black,silty,6.96,0.84,127.86,62.61,55.08,maize,2018,0.65,26.12,13.62
karnataka,kharif,maize,1.04,24.34,520.26,83.64,0.2,black,loamy,6.5,0.63,136.4,42.87,66.95,rice,2018,0.78,12.77,12.3
maharashtra,kharif,maize,1.58,25.42,866.68,65.5,0.16,black,silty,6.27,0.68,89.17,74.78,54.49,cotton,2023,0.85,23.99,15.17
maharashtra,kharif,maize,1.2,25.1,973.63,77.41,0.26,red,sandy,7.09,0.86,114.16,49.37,55.81,sugarcane,2019,0.73,18.17,15.19
andhra pradesh,summer,maize,1.95,26.47,889.33,81.5,0.19,black,sandy,7.15,0.9,135.49,62.87,73.6,sugarcane,2022,0.79,29.56,15.13
telangana,kharif,maize,1.34,25.09,904.2,80.45,0.18,laterite,clayey,6.33,0.93,102.58,46.33,57.32,cotton,2010,0.75,20.98,15.65
tamil nadu,kharif,maize,1.95,24.33,914.72,68.59,0.24,laterite,silty,6.16,0.64,84.83,78.07,76.36,maize,2010,0.72,26.92,13.81
maharashtra,rabi,maize,3.65,23.51,708.08,80.94,0.16,laterite,clayey,6.79,0.95,97.64,52.07,75.29,wheat,2019,0.76,52.39,14.37
karnataka,kharif,maize,2.09,24.93,876.0,78.73,0.14,alluvial,sandy,6.9,0.86,135.56,54.35,56.65,cotton,2018,0.87,33.26,15.95
telangana,rabi,maize,3.72,24.85,870.15,66.12,0.15,black,loamy,7.14,0.7,91.21,73.76,40.12,sugarcane,2012,0.79,55.93,15.03
tamil nadu,kharif,maize,3.05,26.55,712.83,82.02,0.25,red,clayey,6.68,0.71,100.65,56.87,44.32,sugarcane,2013,0.85,42.19,13.83
maharashtra,summer,maize,3.08,27.67,879.66,69.43,0.1,alluvial,clayey,6.32,0.98,141.58,62.31,77.4,cotton,2011,0.77,48.23,15.68
telangana,summer,maize,4.33,27.01,945.18,68.43,0.17,black,loamy,6.14,0.65,100.95,52.2,62.96,cotton,2018,0.73,62.59,14.45
andhra pradesh,rabi,maize,3.91,27.08,795.81,81.88,0.28,red,loamy,6.7,0.82,134.11,75.65,74.04,wheat,2020,0.86,55.85,14.29
telangana,rabi,maize,1.27,27.98,777.93,79.14,0.2,black,sandy,6.06,0.63,110.94,54.76,57.85,maize,2017,0.74,17.09,13.45
andhra pradesh,summer,maize,3.27,28.09,887.9,75.49,0.18,black,sandy,6.41,0.89,132.04,52.84,68.59,rice,2023,0.76,47.77,14.62
telangana,rabi,maize,2.55,24.98,859.45,72.82,0.19,laterite,loamy,6.69,0.73,116.62,62.75,64.4,cotton,2016,0.7,37.3,14.64
maharashtra,summer,maize,1.42,25.86,757.51,70.16,0.19,red,silty,6.45,0.86,136.75,58.32,53.85,maize,2012,0.74,20.21,14.19
tamil nadu,kharif,maize,4.7,25.21,721.47,70.41,0.16,laterite,clayey,6.75,0.81,116.89,57.52,77.04,wheat,2011,0.76,66.47,14.15
tamil nadu,rabi,maize,1.25,25.21,801.77,77.23,0.18,alluvial,loamy,6.49,0.92,112.26,59.0,75.8,maize,2010,0.75,18.56,14.81
tamil nadu,rabi,maize,1.85,26.06,804.53,66.99,0.23,alluvial,loamy,6.47,0.95,142.99,53.18,70.24,rice,2015,0.78,27.15,14.66
karnataka,rabi,maize,1.06,26.29,791.54,73.97,0.23,black,silty,7.07,0.71,132.57,74.65,56.81,cotton,2024,0.66,14.43,13.61
telangana,kharif,maize,1.57,25.52,906.35,73.35,0.25,red,silty,6.19,0.91,108.35,44.8,78.3,maize,2019,0.67,23.02,14.65
tamil nadu,rabi,maize,4.82,25.61,812.76,65.49,0.08,alluvial,clayey,7.06,0.98,116.92,52.22,58.1,cotton,2013,0.74,74.94,15.56
andhra pradesh,kharif,maize,4.44,26.63,886.75,84.74,0.23,laterite,sandy,6.6,0.7,137.68,65.95,52.61,maize,2010,0.73,62.74,14.13
telangana,summer,maize,4.38,24.85,876.31,75.88,0.25,laterite,clayey,6.56,0.85,106.22,77.05,42.17,wheat,2013,0.74,64.94,14.82
telangana,summer,maize,4.29,26.99,685.65,79.57,0.23,alluvial,clayey,6.57,0.86,143.39,77.53,49.87,cotton,2010,0.67,55.43,12.93
telangana,kharif,maize,4.94,24.96,758.64,71.49,0.23,laterite,sandy,6.43,0.75,143.66,49.73,44.34,wheat,2024,0.74,68.0,13.76
karnataka,rabi,maize,4.19,27.37,755.64,66.52,0.2,laterite,silty,6.77,0.98,139.19,78.19,79.77,wheat,2011,0.76,58.36,13.94
telangana,rabi,maize,1.62,26.18,939.07,74.88,0.2,laterite,silty,6.81,0.75,96.21,46.83,57.38,maize,2010,0.8,24.22,14.94
karnataka,kharif,maize,4.38,27.8,882.0,68.96,0.18,black,clayey,6.15,0.72,119.16,50.98,78.52,cotton,2021,0.68,60.89,13.89
telangana,rabi,maize,1.93,24.83,662.64,84.89,0.22,alluvial,sandy,6.91,0.79,86.82,62.7,51.41,maize,2018,0.76,25.07,13.02
telangana,summer,maize,4.83,28.59,844.08,73.54,0.26,laterite,silty,6.19,0.9,132.85,42.84,52.9,maize,2021,0.74,68.09,14.1
telangana,kharif,maize,1.36,24.44,810.01,67.23,0.24,laterite,loamy,6.92,0.96,106.83,58.63,43.25,rice,2010,0.79,20.18,14.89
tamil nadu,rabi,maize,1.14,26.3,804.81,76.71,0.19,black,loamy,6.71,0.92,138.64,47.67,61.78,sugarcane,2024,0.81,17.21,15.1
andhra pradesh,kharif,maize,3.09,26.43,921.28,68.64,0.16,alluvial,sandy,6.39,0.7,112.92,51.63,47.41,rice,2011,0.77,46.19,14.97
maharashtra,kharif,maize,2.89,25.63,686.3,70.03,0.26,laterite,clayey,6.5,0.71,92.12,73.96,63.39,cotton,2013,0.85,40.21,13.92
telangana,summer,maize,1.66,24.57,647.71,82.71,0.12,black,silty,6.66,0.87,146.52,68.07,73.46,rice,2016,0.77,23.43,14.15
maharashtra,rabi,maize,3.85,24.94,817.93,82.75,0.07,alluvial,loamy,6.31,0.66,103.19,46.05,46.36,rice,2024,0.75,55.7,14.45
karnataka,kharif,maize,1.93,26.22,800.58,77.83,0.19,laterite,silty,7.11,0.61,101.8,45.18,66.0,maize,2018,0.78,26.04,13.48
telangana,summer,maize,2.21,26.36,578.82,69.62,0.23,black,loamy,7.05,0.8,128.94,71.01,67.96,cotton,2020,0.75,28.03,12.69
karnataka,kharif,maize,1.24,27.92,787.89,70.6,0.18,red,sandy,7.12,0.61,96.41,61.4,45.76,rice,2019,0.69,16.01,12.95
maharashtra,rabi,maize,4.04,26.95,694.68,65.14,0.26,black,silty,6.72,0.93,144.14,54.94,57.39,sugarcane,2011,0.76,55.97,13.85
maharashtra,kharif,maize,4.48,25.97,896.39,73.02,0.25,black,silty,6.46,0.76,144.56,77.12,56.58,rice,2022,0.75,64.46,14.37
andhra pradesh,summer,maize,4.14,26.41,783.85,65.33,0.22,laterite,loamy,6.35,0.69,129.49,78.71,61.08,wheat,2021,0.84,59.06,14.26
andhra pradesh,summer,maize,2.6,28.28,686.0,68.03,0.18,alluvial,clayey,6.86,0.61,125.5,70.0,56.43,wheat,2010,0.82,34.38,13.21
maharashtra,summer,maize,4.24,26.79,858.93,78.56,0.21,red,clayey,6.73,0.95,129.47,66.86,65.17,rice,2016,0.75,63.14,14.89
maharashtra,kharif,maize,3.58,25.97,661.54,67.34,0.29,alluvial,silty,6.47,0.84,93.32,61.22,62.02,cotton,2010,0.7,45.39,12.66
tamil nadu,rabi,maize,3.7,25.45,897.38,71.04,0.23,black,loamy,6.84,0.96,80.82,61.98,65.08,maize,2023,0.65,54.73,14.81
maharashtra,summer,maize,3.17,26.7,802.89,74.69,0.13,alluvial,sandy,6.83,0.63,86.12,64.05,68.84,maize,2012,0.68,42.72,13.48
telangana,rabi,maize,1.45,25.26,943.89,66.24,0.16,alluvial,clayey,6.58,0.78,115.71,71.56,48.08,maize,2017,0.66,21.38,14.74
andhra pradesh,summer,maize,2.79,25.72,768.9,72.68,0.25,laterite,clayey,6.36,0.7,124.23,68.59,58.33,maize,2012,0.84,39.12,14.04
telangana,summer,maize,4.64,25.78,723.84,72.31,0.23,laterite,silty,6.19,0.83,91.2,75.49,68.0,sugarcane,2018,0.75,62.54,13.49
telangana,summer,maize,2.61,27.31,745.59,68.88,0.21,red,loamy,7.03,0.77,147.95,53.84,44.94,maize,2018,0.76,35.29,13.53
maharashtra,rabi,maize,1.35,26.95,826.09,70.03,0.17,red,clayey,7.04,0.75,81.88,72.21,76.14,wheat,2022,0.82,19.64,14.53
andhra pradesh,rabi,maize,4.25,26.87,1018.83,71.46,0.18,red,loamy,6.28,0.64,109.87,61.32,71.85,wheat,2018,0.74,64.71,15.23
telangana,rabi,maize,4.87,25.87,846.05,73.83,0.22,laterite,loamy,6.13,0.61,146.05,64.03,40.33,cotton,2017,0.77,68.9,14.15
andhra pradesh,summer,maize,3.64,27.98,887.38,81.58,0.32,laterite,clayey,6.33,0.84,95.73,78.9,79.51,maize,2023,0.79,52.56,14.42
maharashtra,summer,maize,2.39,26.18,838.25,69.41,0.19,black,silty,6.79,0.94,93.32,48.44,60.26,wheat,2014,0.81,36.78,15.38
karnataka,kharif,maize,4.43,27.81,751.87,74.24,0.18,red,loamy,6.98,0.78,116.83,53.58,63.1,maize,2015,0.73,61.77,13.93
telangana,summer,maize,2.12,26.44,866.62,83.04,0.15,laterite,loamy,6.86,0.69,105.27,51.51,69.17,rice,2010,0.81,31.62,14.95
karnataka,rabi,maize,1.39,25.95,978.26,70.29,0.2,laterite,loamy,6.31,0.68,147.93,75.4,71.49,rice,2024,0.77,21.34,15.33
tamil nadu,kharif,maize,1.88,24.71,859.89,83.77,0.14,alluvial,loamy,6.39,0.83,124.21,71.21,46.77,sugarcane,2016,0.82,28.95,15.36
maharashtra,summer,maize,3.28,25.96,704.21,72.52,0.18,black,loamy,6.32,0.76,119.09,63.5,44.86,wheat,2024,0.77,45.02,13.73
maharashtra,rabi,maize,4.15,25.77,584.22,76.31,0.16,black,loamy,6.34,0.86,142.51,46.16,78.18,cotton,2011,0.75,55.32,13.34
maharashtra,rabi,maize,2.23,26.14,739.94,81.18,0.26,laterite,clayey,6.3,0.97,89.45,61.38,46.97,wheat,2024,0.75,31.34,14.08
karnataka,kharif,maize,4.73,25.48,857.37,79.15,0.18,black,loamy,6.08,0.62,82.8,63.31,62.07,wheat,2024,0.74,66.33,14.03
andhra pradesh,rabi,maize,3.4,26.69,687.47,73.46,0.15,red,silty,6.13,0.6,133.04,70.78,66.62,wheat,2023,0.74,44.76,13.18
andhra pradesh,summer,maize,3.91,24.52,699.47,73.6,0.24,red,loamy,6.04,0.77,108.09,50.04,43.64,wheat,2013,0.74,53.39,13.64
andhra pradesh,rabi,maize,3.77,25.6,784.63,67.8,0.1,laterite,silty,6.06,0.76,99.0,63.59,76.11,cotton,2010,0.8,55.95,14.82
karnataka,kharif,maize,3.94,26.1,770.14,65.65,0.18,black,silty,7.19,0.97,100.52,78.32,51.48,sugarcane,2017,0.72,55.33,14.06
telangana,kharif,maize,3.34,25.78,697.61,66.38,0.17,alluvial,clayey,6.96,0.75,141.66,58.34,66.46,cotton,2018,0.74,45.01,13.47
karnataka,rabi,maize,2.26,25.26,879.24,77.68,0.17,black,silty,6.14,0.76,127.7,43.58,77.77,sugarcane,2016,0.77,33.72,14.94
andhra pradesh,kharif,maize,2.9,26.34,872.64,74.19,0.19,alluvial,silty,6.69,0.66,124.47,73.42,41.89,cotton,2021,0.78,41.74,14.37
tamil nadu,kharif,maize,4.42,25.79,765.72,82.94,0.18,black,loamy,6.42,0.75,115.35,51.36,77.5,wheat,2018,0.78,61.91,14.0
tamil nadu,summer,maize,1.37,26.7,996.61,71.05,0.1,alluvial,sandy,7.13,0.82,117.2,62.05,59.47,sugarcane,2022,0.77,22.03,16.09
andhra pradesh,rabi,maize,3.37,26.89,985.66,72.26,0.19,black,silty,6.04,0.67,123.53,65.05,61.22,rice,2024,0.71,49.67,14.74
karnataka,rabi,maize,4.23,26.11,731.38,80.81,0.17,alluvial,loamy,6.92,0.68,118.4,56.27,70.94,wheat,2010,0.71,56.17,13.29
andhra pradesh,rabi,maize,2.77,25.23,975.08,76.13,0.23,black,loamy,7.09,0.89,122.18,65.51,58.77,rice,2023,0.78,44.18,15.96
karnataka,summer,maize,2.2,28.16,803.51,79.03,0.2,red,loamy,6.36,0.76,127.8,58.99,77.83,cotton,2016,0.82,30.99,14.11
andhra pradesh,summer,maize,2.07,26.28,933.89,68.07,0.24,laterite,loamy,6.88,0.98,89.36,63.36,41.91,sugarcane,2022,0.74,31.66,15.3
karnataka,kharif,maize,4.76,26.45,822.58,79.35,0.24,black,sandy,7.1,0.65,147.98,52.46,62.9,rice,2010,0.75,65.43,13.74
maharashtra,rabi,maize,2.25,24.57,763.73,71.62,0.26,alluvial,silty,6.19,0.72,90.48,60.93,49.98,sugarcane,2019,0.68,30.03,13.35
telangana,kharif,maize,1.26,25.94,656.22,71.95,0.18,black,clayey,6.7,1.0,104.82,64.73,74.06,wheat,2019,0.82,18.09,14.37
telangana,summer,maize,2.99,24.63,921.07,68.82,0.15,red,loamy,6.06,0.98,94.87,74.37,79.2,sugarcane,2018,0.74,47.64,15.94
telangana,rabi,maize,2.19,26.21,973.79,84.55,0.26,laterite,clayey,6.62,0.67,112.6,56.58,54.15,rice,2013,0.8,33.09,15.09
andhra pradesh,rabi,maize,2.62,27.13,777.21,71.79,0.18,black,loamy,6.23,0.8,116.71,47.37,78.7,rice,2016,0.69,35.19,13.41
telangana,kharif,maize,1.61,25.6,1001.96,69.7,0.12,red,clayey,6.54,0.62,124.72,48.82,48.47,maize,2012,0.83,25.91,16.07
tamil nadu,rabi,maize,3.67,25.87,553.35,72.69,0.15,alluvial,loamy,7.08,0.66,117.8,60.42,54.13,maize,2016,0.73,44.92,12.22
tamil nadu,summer,maize,1.93,24.82,724.05,69.83,0.19,red,sandy,6.17,0.66,82.78,44.96,71.75,sugarcane,2012,0.8,26.64,13.81
telangana,summer,maize,2.6,25.37,862.86,80.07,0.25,laterite,loamy,6.26,0.63,128.83,43.43,52.63,rice,2022,0.79,36.25,13.93
telangana,kharif,maize,3.99,26.57,764.69,69.58,0.15,alluvial,silty,6.04,0.69,116.65,60.39,71.65,wheat,2010,0.67,52.41,13.14
tamil nadu,rabi,maize,2.14,25.93,993.82,69.3,0.23,alluvial,sandy,6.37,0.83,126.27,65.65,74.3,cotton,2012,0.76,33.48,15.62
telangana,kharif,maize,2.19,26.99,900.46,77.17,0.26,laterite,clayey,6.27,0.86,135.03,75.93,57.09,maize,2011,0.73,31.52,14.39
karnataka,summer,maize,3.35,25.82,821.04,65.65,0.17,laterite,loamy,6.77,0.9,137.59,64.0,46.09,rice,2011,0.77,50.66,15.12
karnataka,rabi,maize,3.45,26.12,917.22,81.41,0.15,alluvial,loamy,6.18,0.84,148.51,47.57,64.34,cotton,2010,0.65,50.31,14.57
andhra pradesh,summer,maize,4.57,25.44,621.94,72.26,0.16,alluvial,loamy,6.92,0.68,123.51,48.73,46.63,wheat,2012,0.79,59.9,13.11
karnataka,summer,maize,4.66,26.52,944.37,76.88,0.27,alluvial,clayey,6.99,0.96,145.43,64.98,49.15,maize,2013,0.76,71.81,15.42
karnataka,summer,maize,1.58,26.39,791.3,73.56,0.21,alluvial,sandy,7.16,0.65,130.68,72.88,45.22,maize,2011,0.8,22.69,14.35
telangana,kharif,maize,1.82,24.6,961.87,73.31,0.18,laterite,silty,6.27,0.82,106.43,48.21,75.85,rice,2013,0.79,28.64,15.7
maharashtra,summer,maize,2.2,26.72,900.7,82.34,0.28,alluvial,clayey,6.84,0.79,132.82,76.22,60.37,cotton,2017,0.74,31.01,14.09
karnataka,kharif,maize,3.64,26.83,764.13,68.4,0.19,laterite,clayey,6.9,0.86,103.19,48.6,48.23,wheat,2024,0.77,52.55,14.42
telangana,kharif,maize,2.89,26.39,778.83,65.84,0.12,black,loamy,6.1,0.81,88.07,68.24,66.66,rice,2014,0.71,42.1,14.55
andhra pradesh,summer,maize,4.86,26.01,573.89,68.59,0.3,black,silty,6.77,0.75,81.65,68.53,71.79,sugarcane,2024,0.77,60.95,12.55
telangana,kharif,maize,1.25,25.82,820.81,77.74,0.24,alluvial,silty,6.11,0.6,80.85,54.57,75.81,wheat,2015,0.71,16.99,13.54
telangana,rabi,maize,2.27,25.34,769.3,79.83,0.21,red,silty,6.36,0.73,121.88,54.17,76.32,cotton,2011,0.76,31.03,13.65
telangana,kharif,maize,3.83,25.5,807.04,82.68,0.17,laterite,sandy,6.03,0.97,142.82,76.6,65.09,wheat,2015,0.73,56.48,14.74
maharashtra,summer,maize,4.39,27.22,801.97,79.9,0.21,alluvial,silty,6.77,0.8,107.2,59.2,52.91,wheat,2016,0.72,59.81,13.61
tamil nadu,summer,maize,2.73,26.17,906.29,68.11,0.33,black,clayey,7.12,0.8,128.93,73.65,44.42,rice,2019,0.73,39.01,14.26
tamil nadu,kharif,maize,4.8,25.85,771.36,76.03,0.06,red,sandy,6.72,0.99,109.46,73.74,73.88,sugarcane,2010,0.75,74.92,15.6
andhra pradesh,kharif,maize,1.66,25.64,983.06,71.4,0.15,alluvial,sandy,7.17,0.91,100.17,57.69,47.63,maize,2019,0.68,25.23,15.17
karnataka,kharif,maize,3.11,26.27,814.76,72.97,0.15,black,loamy,6.91,0.71,103.43,67.91,46.8,sugarcane,2010,0.84,46.41,14.91
tamil nadu,kharif,maize,4.7,25.62,658.62,65.44,0.26,red,clayey,6.16,0.86,82.45,66.21,51.99,cotton,2020,0.7,61.02,12.97
telangana,summer,maize,3.28,25.66,895.0,78.68,0.17,red,clayey,6.86,0.99,128.87,68.94,45.52,sugarcane,2014,0.69,50.18,15.31
andhra pradesh,summer,maize,3.62,24.9,686.13,84.09,0.25,laterite,loamy,6.39,0.67,94.82,59.72,54.36,wheat,2017,0.66,46.7,12.89
telangana,summer,maize,3.88,26.58,1016.51,71.76,0.17,alluvial,sandy,6.86,0.69,132.14,56.3,70.07,cotton,2011,0.73,60.08,15.47
telangana,rabi,maize,4.97,25.31,952.55,76.94,0.19,black,clayey,7.12,0.67,141.67,50.37,60.78,rice,2014,0.72,72.04,14.49
maharashtra,kharif,maize,3.13,26.17,754.27,71.52,0.12,laterite,clayey,6.71,1.0,146.92,59.77,52.2,sugarcane,2018,0.74,46.42,14.82
maharashtra,summer,maize,3.44,24.45,777.01,68.82,0.22,red,sandy,6.15,0.68,88.96,65.25,43.88,rice,2022,0.77,47.16,13.7
tamil nadu,rabi,maize,1.3,26.28,850.74,77.92,0.13,laterite,sandy,6.91,0.69,128.82,66.17,61.2,wheat,2014,0.77,18.54,14.24
andhra pradesh,kharif,maize,4.0,26.8,918.66,78.06,0.17,red,loamy,6.83,0.65,133.02,57.17,76.66,maize,2016,0.74,57.81,14.46
karnataka,summer,maize,3.0,27.09,716.64,84.91,0.21,black,clayey,6.96,0.9,131.28,44.87,68.7,sugarcane,2013,0.74,41.25,13.77
andhra pradesh,summer,maize,3.18,25.93,787.12,75.65,0.26,alluvial,clayey,6.72,0.96,131.7,50.86,66.48,cotton,2018,0.77,46.7,14.7
telangana,kharif,maize,1.43,27.09,777.88,65.68,0.15,laterite,silty,6.88,0.86,143.47,43.53,45.96,rice,2015,0.78,20.66,14.46
telangana,kharif,maize,2.15,26.83,852.86,83.0,0.26,red,sandy,6.47,0.62,141.51,74.08,53.79,sugarcane,2017,0.77,30.11,14.01
karnataka,kharif,maize,4.73,27.38,805.55,82.54,0.16,laterite,silty,6.16,0.73,135.96,73.11,45.81,cotton,2017,0.72,65.88,13.93
tamil nadu,summer,maize,2.42,24.9,781.02,82.03,0.18,laterite,loamy,6.07,0.66,146.37,54.9,67.97,rice,2012,0.8,33.93,13.99
tamil nadu,kharif,maize,2.75,24.49,744.59,69.1,0.15,alluvial,clayey,6.36,0.92,97.19,54.99,75.38,cotton,2019,0.81,40.16,14.61
maharashtra,rabi,maize,4.31,27.81,774.64,71.39,0.14,red,silty,6.5,0.75,133.44,60.86,54.66,wheat,2019,0.77,58.11,13.47
maharashtra,rabi,maize,4.18,26.23,828.19,67.29,0.2,black,loamy,6.24,0.72,111.37,70.54,51.94,maize,2010,0.74,59.55,14.24
karnataka,kharif,maize,2.34,27.12,832.07,75.15,0.17,laterite,silty,6.11,0.75,121.19,70.3,58.71,rice,2021,0.74,32.91,14.06
andhra pradesh,kharif,maize,1.49,25.6,793.74,70.93,0.19,black,clayey,7.05,0.89,104.02,43.73,56.41,rice,2020,0.71,21.52,14.48
andhra pradesh,kharif,maize,1.02,27.03,602.37,73.13,0.26,black,silty,6.82,0.8,80.29,45.68,53.98,wheat,2017,0.79,13.02,12.72
telangana,rabi,maize,3.55,24.91,814.27,78.84,0.19,laterite,clayey,6.47,0.79,112.38,45.93,44.07,wheat,2023,0.77,51.47,14.49
andhra pradesh,summer,maize,2.54,26.78,842.37,72.37,0.24,alluvial,sandy,6.47,0.9,87.01,62.68,41.58,cotton,2017,0.72,36.41,14.35
maharashtra,kharif,maize,4.69,26.45,758.76,65.75,0.15,black,silty,6.36,0.96,109.24,68.61,47.05,cotton,2012,0.78,69.4,14.79
tamil nadu,kharif,maize,4.45,24.94,723.9,72.97,0.14,red,silty,6.72,0.78,133.13,63.38,52.45,wheat,2011,0.77,64.97,14.61
